text,distress,framing,tension,is_labelled,household_relevance_score
Need more time? You can skip this month's payment.,1,supportive,0,1,0.9281
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.6422
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.9048
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4636
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.509
Your recurring payment to Shell is coming up soon.,0,gentle,0,1,0.606
Feeling overwhelmed by debt? Our financial advisors are free to chat.,1,supportive,0,1,0.8333
Unexpected expenses happen. We can defer your payment for 30 days.,1,supportive,0,1,0.9211
We have refreshed the look of your dashboard.,0,gentle,0,1,0.598
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.9257
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.6728
Verification code sent to your mobile device.,0,direct,0,1,0.5791
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.606
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4693
"Action Required: We could not process your auto-pay of $2,159.53.",1,urgent,1,1,0.9318
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6534
Your contact information has been successfully updated.,0,direct,0,1,0.6566
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5966
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6756
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.4226
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5181
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.7396
"Reminder: You have $1,539.38 in unused rewards points.",0,gentle,0,1,0.4573
Congratulations! You reached your savings goal of $365.38!,0,celebratory,0,1,0.7366
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.6241
Paper statement fee of $35.00 applied.,1,direct,1,1,0.8605
We have refreshed the look of your dashboard.,0,gentle,0,1,0.6751
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.71
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7043
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.6159
"Congratulations! You reached your savings goal of $1,550.45!",0,celebratory,0,1,0.802
Urgent: Your account is overdrawn by $469.65. Immediate deposit required.,1,urgent,1,1,0.9149
"Don't forget, your card expires next month.",0,gentle,0,1,0.676
Save time by setting up automatic transfers.,0,supportive,0,1,0.6773
Transaction confirmation: You spent $264.31 at Costco.,0,direct,0,1,0.665
Your recurring payment to Spotify is coming up soon.,0,gentle,0,1,0.5747
Smart move paying off that balance! Here is how to keep the momentum.,0,supportive,0,1,0.5016
Urgent: Update your payment method to avoid service interruption.,1,urgent,1,1,0.9183
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7199
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7389
Your new debit card has been shipped.,0,direct,0,1,0.5459
Your request for a credit limit increase was denied.,1,direct,1,1,0.9021
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.466
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.727
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5679
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.595
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.6609
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.8524
Your weekly summary is ready for review.,0,gentle,0,1,0.6742
Important: Your promotional APR is expiring. Balances will now accrue interest.,1,urgent,1,1,0.875
Check #7093 has cleared.,0,direct,0,1,0.5815
Maximize your cashback by using your card at Whole Foods this week.,0,supportive,0,1,0.7444
We noticed you shop at Costco. Here is a 5% coupon for you.,0,supportive,0,1,0.77
Your recurring transfer of $64.97 is scheduled for tomorrow.,0,direct,0,1,0.5933
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.7917
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.8106
"Check #1687 for $1,784.14 was returned.",1,direct,1,1,0.9493
Please check your inbox for a message about your account.,0,gentle,0,1,0.5155
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.8641
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6304
A quick note: We have updated our branch hours.,0,gentle,0,1,0.4599
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5723
"Final Notice: Payment of $1,844.86 is 60 days overdue.",1,urgent,1,1,0.9273
"Hi there, your e-statement is now available.",0,gentle,0,1,0.5552
Don't worry about the overdraft. We covered it for you this time.,1,supportive,0,1,0.7874
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.7325
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.5781
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.8622
Immediate Action Required: Suspicious activity detected at Starbucks.,1,urgent,1,1,0.8658
Save time by setting up automatic transfers.,0,supportive,0,1,0.7633
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.6436
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.8454
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.9024
Banking Alert: Your spending limit has been reached.,1,urgent,1,1,0.9148
"Payment of $4,479.00 received on Mar 16.",0,direct,0,1,0.5009
Card 9106 activated successfully.,0,direct,0,1,0.6057
Overdraft Notice: You have been charged a $12.00 insufficiency fee.,1,urgent,1,1,0.932
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6488
"Great job! You spent $2,856.26 less on dining out this week.",0,celebratory,0,1,0.8566
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.8951
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.8917
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.9313
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.5944
We have refreshed the look of your dashboard.,0,gentle,0,1,0.4091
Amazing! Your net worth increased by 5% this quarter.,0,celebratory,0,1,0.8535
Unexpected expenses happen. We can defer your payment for 30 days.,1,supportive,0,1,0.906
Please check your inbox for a message about your account.,0,gentle,0,1,0.5682
We are here to help. Click here to review hardship options.,1,supportive,0,1,0.8946
"Confirmation: $2,418.94 deposited to Savings 6442.",0,direct,0,1,0.5191
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7838
Debit card 4133 was declined at Costco.,1,direct,1,1,0.8178
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5059
"Merchant refund of $3,176.93 processed.",0,direct,0,1,0.4688
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.705
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.531
Scheduled maintenance: System unavailable this Sunday.,1,direct,1,1,0.7911
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.7712
Your monthly statement for October is available.,0,direct,0,1,0.4822
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.7776
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.8879
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7888
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6711
"Confirmation: $2,201.66 deposited to Savings 1883.",0,direct,0,1,0.4262
Verification code sent to your mobile device.,0,direct,0,1,0.6366
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5799
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.9056
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.8948
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.7194
You have 3 days left in your billing cycle.,0,direct,0,1,0.4454
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6433
"Urgent: Verify this transaction of $3,157.64 to prevent account lockout.",1,urgent,1,1,0.9561
"Based on your spending, you could save $2,101.89 by switching plans.",0,supportive,0,1,0.749
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4292
Bonus alert: You received a $923.62 referral bonus.,0,celebratory,0,1,0.6514
Congratulations on your loan approval!,0,celebratory,0,1,0.6011
We curated some investment articles just for you.,0,supportive,0,1,0.7978
"Reminder: You have $1,095.30 in unused rewards points.",0,gentle,0,1,0.6921
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7987
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.8841
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.6518
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.8089
Your credit score has been updated.,0,direct,0,1,0.4137
A late fee of $2.50 has been charged to your account.,1,direct,1,1,0.9042
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.6974
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6107
Final Notice: Payment of $585.68 is 60 days overdue.,1,urgent,1,1,0.964
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.7537
"Urgent: Your account is overdrawn by $3,311.55. Immediate deposit required.",1,urgent,1,1,0.9622
Support tip: Using ATMs in our network saves you fees.,0,supportive,0,1,0.7049
"Reward Unlocked: You earned $3,242.78 in cash back this month.",0,celebratory,0,1,0.7597
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.6147
We curated some investment articles just for you.,0,supportive,0,1,0.6899
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.6134
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.6049
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.6815
Overdraft Notice: You have been charged a $9.99 insufficiency fee.,1,urgent,1,1,0.941
Your contact information has been successfully updated.,0,direct,0,1,0.4159
Save time by setting up automatic transfers.,0,supportive,0,1,0.6301
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.6032
Your recurring payment to Starbucks is coming up soon.,0,gentle,0,1,0.5426
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.5086
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6563
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.6518
"Reminder: You have $2,835.87 in unused rewards points.",0,gentle,0,1,0.6951
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.8409
"ATM withdrawal of $2,322.04 was successful.",0,direct,0,1,0.6778
"Reminder: You have $4,132.17 in unused rewards points.",0,gentle,0,1,0.4317
We curated some investment articles just for you.,0,supportive,0,1,0.781
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.8221
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5952
"Final Notice: Payment of $4,261.78 is 60 days overdue.",1,urgent,1,1,0.9727
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.7643
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.5839
"Don't forget, your card expires next month.",0,gentle,0,1,0.668
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4048
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.7493
"ATM withdrawal of $1,866.10 was successful.",0,direct,0,1,0.4848
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.7101
"Don't forget, your card expires next month.",0,gentle,0,1,0.544
Please check your inbox for a message about your account.,0,gentle,0,1,0.4844
Protect your family's future with these life insurance options.,0,supportive,0,1,0.619
Your request for a credit limit increase was denied.,1,direct,1,1,0.7366
A quick note: We have updated our branch hours.,0,gentle,0,1,0.5142
Maximize your cashback by using your card at Costco this week.,0,supportive,0,1,0.6267
Just a friendly reminder: Your statement is ready.,0,gentle,0,1,0.4354
A quick note: We have updated our branch hours.,0,gentle,0,1,0.435
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5235
Need more time? You can skip this month's payment.,1,supportive,0,1,0.8128
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.9194
Congratulations on your loan approval!,0,celebratory,0,1,0.7976
We curated some investment articles just for you.,0,supportive,0,1,0.6564
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6013
We noticed you shop at Netflix. Here is a 5% coupon for you.,0,supportive,0,1,0.6435
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.6269
Your recurring payment to Uber is coming up soon.,0,gentle,0,1,0.6053
Just checking in: Is your mailing address still correct?,0,gentle,0,1,0.5142
We've paused interest charges on your account due to the declared emergency.,1,supportive,0,1,0.8367
Your credit score has been updated.,0,direct,0,1,0.5338
Your new debit card has been shipped.,0,direct,0,1,0.4156
"Payment of $2,498.76 received on Jan 6.",0,direct,0,1,0.6571
We have refreshed the look of your dashboard.,0,gentle,0,1,0.4737
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5699
Check #5663 for $377.93 was returned.,1,direct,1,1,0.7825
"Based on your spending, you could save $2,659.74 by switching plans.",0,supportive,0,1,0.6704
A late fee of $9.99 has been charged to your account.,1,direct,1,1,0.9413
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7278
Your credit score went up! Keep up the fantastic work.,0,celebratory,0,1,0.8104
Action Required: We could not process your auto-pay of $494.66.,1,urgent,1,1,0.8877
Login failed: Too many attempts.,1,direct,1,1,0.7665
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.4268
"Let's set up a budget to handle that upcoming $1,221.07 expense.",1,supportive,0,1,0.8287
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.5662
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.4636
Check #9679 has cleared.,0,direct,0,1,0.5245
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.5158
Success! Your mortgage application has been approved.,0,celebratory,0,1,0.8082
Final Notice: Payment of $242.56 is 60 days overdue.,1,urgent,1,1,0.8985
Account 9813 has been closed due to inactivity.,1,direct,1,1,0.7744
You have exceeded your monthly transfer limit.,1,direct,1,1,0.926
"Your dispute regarding the $3,597.64 charge was resolved in favor of the merchant.",1,direct,1,1,0.8643
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.4315
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.6907
You have 3 days left in your billing cycle.,0,direct,0,1,0.4042
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5404
Your 1099-INT tax form is ready for download.,0,direct,0,1,0.4687
"Payment of $4,275.21 received on Jan 22.",0,direct,0,1,0.5929
Payment failed: Invalid account number.,1,direct,1,1,0.7156
A little reminder to check your monthly budget.,0,gentle,0,1,0.627
Critical Security Alert: Password change detected from a new device.,1,urgent,1,1,0.9179
"Final Notice: Payment of $2,448.22 is 60 days overdue.",1,urgent,1,1,0.8624
You've earned a fee waiver for being a loyal customer.,0,celebratory,0,1,0.8492
Subscription renewal failed for Walmart.,1,direct,1,1,0.7187
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.643
"Don't forget, your card expires next month.",0,gentle,0,1,0.627
"Whoo-hoo! Your tax refund of $1,281.62 has arrived.",0,celebratory,0,1,0.8731
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.6025
Way to go! You set up your first automatic deposit.,0,celebratory,0,1,0.6461
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7808
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.5382
We can help you consolidate your high-interest balances.,1,supportive,0,1,0.8225
Your credit card ending in 6795 has been suspended due to missed payments.,1,urgent,1,1,0.9551
Maximize your cashback by using your card at Apple this week.,0,supportive,0,1,0.6779
"Based on your spending, you could save $700.35 by switching plans.",0,supportive,0,1,0.7339
Please check your inbox for a message about your account.,0,gentle,0,1,0.4243
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.6122
"Autopay scheduled for Feb 5 in the amount of $4,014.95.",0,direct,0,1,0.5999
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.846
"Don't forget, your card expires next month.",0,gentle,0,1,0.5234
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.6972
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.6161
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.8743
We have updated our Privacy Policy effective immediately.,0,direct,0,1,0.4242
"For your convenience, we have added a new ATM near you.",0,gentle,0,1,0.4668
"Check #8600 for $3,927.88 was returned.",1,direct,1,1,0.8675
Protect your family's future with these life insurance options.,0,supportive,0,1,0.5084
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5096
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7761
Your weekly summary is ready for review.,0,gentle,0,1,0.5757
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.946
Check #3788 has cleared.,0,direct,0,1,0.6503
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.7349
Please check your inbox for a message about your account.,0,gentle,0,1,0.5647
We are here to help. Click here to review hardship options.,1,supportive,0,1,0.7597
"Second Notice: Past due amount of $1,387.23 must be paid by Feb 11.",1,urgent,1,1,0.8609
High utility bills this month? Compare rates in your area.,1,supportive,0,1,0.7213
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4376
"Congratulations! You reached your savings goal of $1,480.18!",0,celebratory,0,1,0.7087
Courtesy notice: Your trial subscription ends in 3 days.,0,gentle,0,1,0.4621
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6671
"If you're worried about fraud, we've got your back with $0 liability protection.",1,supportive,0,1,0.9219
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.6167
Profile update: Email address changed.,0,direct,0,1,0.6861
Your weekly summary is ready for review.,0,gentle,0,1,0.612
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7056
We curated some investment articles just for you.,0,supportive,0,1,0.5518
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.6717
Paper statement fee of $39.00 applied.,1,direct,1,1,0.9458
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.7498
Immediate Action Required: Suspicious activity detected at Whole Foods.,1,urgent,1,1,0.8551
Please check your inbox for a message about your account.,0,gentle,0,1,0.6366
Verification code sent to your mobile device.,0,direct,0,1,0.5479
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.6357
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.7538
Confirmation: $748.35 deposited to Savings 6849.,0,direct,0,1,0.4123
You have 3 days left in your billing cycle.,0,direct,0,1,0.5104
We thought you'd like to know about our new mobile features.,0,gentle,0,1,0.5556
We curated some investment articles just for you.,0,supportive,0,1,0.5737
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.5611
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.7658
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6726
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5203
High Five! You paid off your credit card balance in full.,0,celebratory,0,1,0.727
We noticed the late fee on your account. Let's see if we can waive it.,1,supportive,0,1,0.9039
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.9775
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4708
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.8106
You have achieved 'Gold Status' in our loyalty program.,0,celebratory,0,1,0.8062
Please check your inbox for a message about your account.,0,gentle,0,1,0.4975
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.6463
Your payment of $742.36 was returned unpaid.,1,direct,1,1,0.7042
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.5702
Want to save for a vacation? Let's set up a new Goal bucket.,0,supportive,0,1,0.5345
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.7534
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.7343
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.9157
"Big win: Your investment portfolio is up by $1,915.20.",0,celebratory,0,1,0.7823
"Second Notice: Past due amount of $1,605.12 must be paid by Apr 1.",1,urgent,1,1,0.8691
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.5852
You are on the right track! Check out your weekly spending insight.,0,supportive,0,1,0.6895
Good news! You have pre-qualified for a rewards upgrade.,0,supportive,0,1,0.7666
ATM withdrawal limit reached. Transaction cancelled.,1,direct,1,1,0.9062
Your contact information has been successfully updated.,0,direct,0,1,0.5841
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.5353
You have exceeded your monthly transfer limit.,1,direct,1,1,0.7478
We analyzed your subscriptions. You might want to review this $12.99 charge.,0,supportive,0,1,0.6602
WARNING: Your balance is critically low ($12.40). unexpected fees may occur.,1,urgent,1,1,0.9368
"Congratulations! You reached your savings goal of $2,458.38!",0,celebratory,0,1,0.762
Second Notice: Past due amount of $948.26 must be paid by Mar 4.,1,urgent,1,1,0.9592
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.911
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.7542
A little reminder to check your monthly budget.,0,gentle,0,1,0.4588
"Your dispute regarding the $3,636.12 charge was resolved in favor of the merchant.",1,direct,1,1,0.7681
Overdraft Notice: You have been charged a $12.00 insufficiency fee.,1,urgent,1,1,0.9732
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.8134
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5537
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.7403
Your weekly summary is ready for review.,0,gentle,0,1,0.5542
"Transaction confirmation: You spent $3,571.08 at Apple.",0,direct,0,1,0.554
A little reminder to check your monthly budget.,0,gentle,0,1,0.4745
It looks like spending is higher than usual. Here are some tips to manage it.,1,supportive,0,1,0.8529
Let's set up a budget to handle that upcoming $897.18 expense.,1,supportive,0,1,0.87
Planning for retirement? Try our new calculator tool.,0,supportive,0,1,0.7
Your credit score has been updated.,0,direct,0,1,0.6864
Save time by setting up automatic transfers.,0,supportive,0,1,0.5513
"Payment of $1,973.89 received on Mar 7.",0,direct,0,1,0.6817
You have 3 days left in your billing cycle.,0,direct,0,1,0.6191
Paper statement fee of $12.00 applied.,1,direct,1,1,0.7693
"Don't forget, your card expires next month.",0,gentle,0,1,0.6542
"Alert: A charge of $1,878.01 at Costco was declined.",1,urgent,1,1,0.8919
"Autopay scheduled for Mar 19 in the amount of $2,647.06.",0,direct,0,1,0.6101
"No action needed, just letting you know your transfer cleared.",0,gentle,0,1,0.6777
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.5584
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.5596
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.943
We recommend setting up a rainy day fund. Start with just $5.,0,supportive,0,1,0.7565
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.5578
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4262
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.4959
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.514
Goal completed: 'New Car Fund'. Time to celebrate!,0,celebratory,0,1,0.8672
We noticed your credit score dropped. Here is a personalized plan to improve it.,1,supportive,0,1,0.9353
Your minimum payment was not received. Late fees have been applied.,1,urgent,1,1,0.9594
We noticed you shop at Starbucks. Here is a 5% coupon for you.,0,supportive,0,1,0.7867
Autopay scheduled for Apr 25 in the amount of $540.79.,0,direct,0,1,0.5064
"Congratulations! You reached your savings goal of $2,065.33!",0,celebratory,0,1,0.6913
Check #5603 has cleared.,0,direct,0,1,0.5969
Overdraft Notice: You have been charged a $12.00 insufficiency fee.,1,urgent,1,1,0.9626
Autopay scheduled for Apr 25 in the amount of $726.81.,0,direct,0,1,0.4769
"Just a heads up, bank holidays may affect processing times.",0,gentle,0,1,0.6703
"Urgent: Verify this transaction of $2,984.62 to prevent account lockout.",1,urgent,1,1,0.9089
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.7216
Your financial wellness score is looking good. Here is how to maintain it.,0,supportive,0,1,0.601
Your interest rate has increased to 24.99% variable.,1,direct,1,1,0.9345
Save time by setting up automatic transfers.,0,supportive,0,1,0.6726
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4457
Did you know? You can now lock your card from the app.,0,gentle,0,1,0.5732
We are here to help. Click here to review hardship options.,1,supportive,0,1,0.8551
"New device detected: iPhone 14 logged in from Seattle, WA.",0,direct,0,1,0.4326
Here is a breakdown of your spending to help you stay organized.,0,supportive,0,1,0.5469
Fantastic! You have fully funded your emergency account.,0,celebratory,0,1,0.6315
Take control of your finances with our new budgeting widget.,0,supportive,0,1,0.7004
Your safety is our priority. Confirm this charge to unlock your card.,1,supportive,0,1,0.9016
A little reminder to check your monthly budget.,0,gentle,0,1,0.4846
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.7157
A little reminder to check your monthly budget.,0,gentle,0,1,0.6396
"Reminder: You have $1,247.67 in unused rewards points.",0,gentle,0,1,0.4856
Your credit card ending in 8942 has been suspended due to missed payments.,1,urgent,1,1,0.9869
A quick note: We have updated our branch hours.,0,gentle,0,1,0.6677
Your monthly statement for October is available.,0,direct,0,1,0.648
Unexpected expenses happen. We can defer your payment for 30 days.,1,supportive,0,1,0.9437
Maximize your cashback by using your card at Target this week.,0,supportive,0,1,0.6102
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4693
Missed a payment? It happens. Let's get you back on track.,1,supportive,0,1,0.8495
Immediate Attention: Tax document 1099-INT returned as undeliverable.,1,urgent,1,1,0.902
We have refreshed the look of your dashboard.,0,gentle,0,1,0.5071
Victory! You stuck to your budget for 3 months straight.,0,celebratory,0,1,0.8278
"Payment of $2,975.58 received on Feb 9.",0,direct,0,1,0.5601
Your new debit card has been shipped.,0,direct,0,1,0.4469
Unexpected expenses happen. We can defer your payment for 30 days.,1,supportive,0,1,0.7658
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.4058
Maximize your cashback by using your card at Amazon this week.,0,supportive,0,1,0.6962
"Struggling with the $1,338.57 balance? We have payment plans available.",1,supportive,0,1,0.868
Your loan account is in default. Please call 800-555-0199.,1,urgent,1,1,0.9255
Friendly tip: Enable push notifications to stay updated.,0,gentle,0,1,0.4868
You are eligible for a lower interest rate. Tap to apply.,0,supportive,0,1,0.7512
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.4817
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.5479
You have 3 days left in your billing cycle.,0,direct,0,1,0.5198
Great start! Here is a tip to grow your savings even faster.,0,supportive,0,1,0.7771
Protect your family's future with these life insurance options.,0,supportive,0,1,0.6864
We can help you consolidate your high-interest balances.,1,supportive,0,1,0.7823
Happy Anniversary! Thanks for being with us for another year.,0,celebratory,0,1,0.7538
We were unable to verify your identity. Transaction cancelled.,1,direct,1,1,0.8788
Bonus alert: You received a $388.92 referral bonus.,0,celebratory,0,1,0.7678
Soft nudge: You have a document waiting to be signed.,0,gentle,0,1,0.5659
"Final Notice: Payment of $1,506.58 is 60 days overdue.",1,urgent,1,1,0.9584
A little reminder to check your monthly budget.,0,gentle,0,1,0.4459
"Let's set up a budget to handle that upcoming $1,854.98 expense.",1,supportive,0,1,0.7149
You're a star! That's 6 months of on-time payments in a row.,0,celebratory,0,1,0.672
"Hi there, your e-statement is now available.",0,gentle,0,1,0.6061
Amazing! Your net worth increased by 5% this quarter.,0,celebratory,0,1,0.7531
Did you know you can categorize your expenses? Let us show you how.,0,supportive,0,1,0.6473
Save time by setting up automatic transfers.,0,supportive,0,1,0.7221
"When you have a moment, please review your beneficiary info.",0,gentle,0,1,0.5224
